                0.000000               -5.760471                5.944906                6.167359                6.173616                8.894792                8.910998                8.915602                9.929339
                0.100000               -5.679948                5.475890                5.926816                6.063532                8.819460                9.085803                9.187701               10.322837
                0.200000               -5.519200                4.763078                5.590240                5.915545                8.798614                9.247491                9.504087               10.842612
                0.300000               -5.236208                3.856171                5.155009                5.684285                8.778040                9.420135                9.878172               11.363107
                0.400000               -4.699739                2.680554                4.527395                5.279571                8.725568                9.602130               10.398098               11.940866
                0.500000               -3.740287                1.081403                3.579255                4.543340                8.552885                9.722710               11.318175               12.843718
                0.600000               -2.872652               -0.120434                2.860943                3.841946                8.231125                9.531791               12.396107               13.801491
                0.700000               -2.434974               -0.626483                2.691724                3.504821                7.864824                9.016987               13.351556               14.546688
                0.800000               -2.157108               -0.935671                2.806033                3.379528                7.502929                8.328569               14.371705               15.225764
                0.900000               -1.966902               -1.173418                3.024021                3.348468                7.219488                7.686651               15.321556               15.781204
                1.000000               -1.925604               -1.255649                3.252115                3.370760                7.023672                7.235636               16.035838               16.105133
                1.035355               -2.025040               -1.135514                3.209690                3.370201                7.065454                7.366537               15.753633               15.927528
                1.070711               -2.167438               -0.965564                3.161796                3.370611                7.115872                7.531354               15.385809               15.688032
                1.106066               -2.226783               -0.893039                3.134429                3.370348                7.155830                7.622857               15.200239               15.578084
                1.141421               -2.285467               -0.816840                3.084272                3.366646                7.242290                7.773178               14.925373               15.442836
                1.176777               -2.369446               -0.706281                3.000702                3.358539                7.392709                8.020349               14.481296               15.233879
                1.212132               -2.452501               -0.598745                2.918409                3.356401                7.551565                8.283250               14.031472               15.002481
                1.247487               -2.522099               -0.513473                2.857543                3.370935                7.690304                8.525694               13.661523               14.766103
                1.282843               -2.586478               -0.440937                2.808566                3.402148                7.829478                8.778621               13.317835               14.506001
                1.318198               -2.649930               -0.376230                2.767879                3.446041                7.977793                9.042290               12.977374               14.233675
                1.353553               -2.708394               -0.324296                2.738994                3.497851                8.124337                9.287470               12.668673               13.979556
                1.414791               -2.693866               -0.355883                2.731298                3.539013                8.276418                9.449078               12.497879               13.810668
                1.476028               -2.766791               -0.324815                2.798040                3.671242                8.380331                9.616927               12.260583               13.635473
                1.537265               -2.959498               -0.235667                3.001912                3.938923                8.448537                9.778915               11.864180               13.479165
                1.598502               -3.229905               -0.129233                3.349221                4.294020                8.487519                9.873927               11.330887               13.401363
                1.659740               -3.414112               -0.124151                3.690580                4.564353                8.492117                9.868153               10.870852               13.475577
                1.720977               -3.484392               -0.216641                3.970696                4.719077                8.460752                9.796255               10.539786               13.666417
                1.782214               -3.498763               -0.352319                4.227173                4.819275                8.395958                9.708463               10.266068               13.899041
                1.843451               -3.489518               -0.486898                4.454676                4.889741                8.309061                9.637335               10.041250               14.096911
                1.904689               -3.462360               -0.611456                4.654507                4.935984                8.190533                9.606891                9.870437               14.193507
                1.965926               -3.420997               -0.731260                4.832664                4.963958                8.053356                9.604237                9.742718               14.202964
                2.052528               -3.641557               -0.400859                4.797103                5.055442                8.094008                9.693600                9.722908               14.227078
                2.139131               -3.744468               -0.219403                4.793903                5.082101                8.129836                9.699399                9.763816               14.144163
                2.225733               -4.265144                0.677604                4.890131                5.258483                8.229463                9.738532                9.882757               13.969614
                2.312336               -4.689032                1.663291                4.986711                5.438126                8.432441                9.702456                9.979238               13.219349
                2.398939               -4.873917                2.079352                5.086628                5.537858                8.473812                9.696156                9.961828               13.053861
                2.485541               -5.319258                3.527860                5.362109                5.837483                8.758735                9.420877                9.740257               12.004329
                2.572144               -5.379356                3.806097                5.419672                5.883115                8.790265                9.367333                9.667092               11.781586
                2.658746               -5.638394                5.079146                5.752827                6.120707                8.992026                9.028093                9.236983               10.697233
                2.745349               -5.720162                5.672578                6.033563                6.141613                8.901392                8.969961                9.035596               10.168528
                2.831951               -5.760471                5.944906                6.167359                6.173616                8.894792                8.910998                8.915602                9.929339
