#                \hbar \omega(Ry)     Re(chi) (e^2*a_0^2/Ry) Im(chi) (e^2*a_0^2/Ry)
     chi_1_1=  0.000000000000000E+00  0.432759977727190E+02  0.000000000000000E+00
     chi_2_1=  0.000000000000000E+00  -.155087969851130E-03  0.000000000000000E+00
     chi_3_1=  0.000000000000000E+00  0.217021141755162E-04  0.000000000000000E+00
     chi_1_2=  0.000000000000000E+00  -.155080716121334E-03  0.000000000000000E+00
     chi_2_2=  0.000000000000000E+00  0.432765772076621E+02  0.000000000000000E+00
     chi_3_2=  0.000000000000000E+00  -.366743186345691E-04  0.000000000000000E+00
     chi_1_3=  0.000000000000000E+00  0.218816125257613E-04  0.000000000000000E+00
     chi_2_3=  0.000000000000000E+00  -.368860621830357E-04  0.000000000000000E+00
     chi_3_3=  0.000000000000000E+00  0.236719526179827E+02  0.000000000000000E+00
     chi_1_1=  0.100000000000000E-02  0.432760795798493E+02  0.163821267821529E-02
     chi_2_1=  0.100000000000000E-02  -.155088099152010E-03  -.258503548545181E-08
     chi_3_1=  0.100000000000000E-02  0.217023840227144E-04  0.541291647489354E-08
     chi_1_2=  0.100000000000000E-02  -.155080845261255E-03  -.258180010379133E-08
     chi_2_2=  0.100000000000000E-02  0.432766590217879E+02  0.163835281028237E-02
     chi_3_2=  0.100000000000000E-02  -.366747241261590E-04  -.813253278805063E-08
     chi_1_3=  0.100000000000000E-02  0.218818864896735E-04  0.549567632000750E-08
     chi_2_3=  0.100000000000000E-02  -.368864725302659E-04  -.823014748033217E-08
     chi_3_3=  0.100000000000000E-02  0.236719796134067E+02  0.540371391028011E-03
     chi_1_1=  0.200000000000000E-02  0.432763250043236E+02  0.327648725856824E-02
     chi_2_1=  0.200000000000000E-02  -.155088487053222E-03  -.517004171825765E-08
     chi_3_1=  0.200000000000000E-02  0.217031935880395E-04  0.108263103823109E-07
     chi_1_2=  0.200000000000000E-02  -.155081232679567E-03  -.516357047083157E-08
     chi_2_2=  0.200000000000000E-02  0.432769044672490E+02  0.327676752933934E-02
     chi_3_2=  0.200000000000000E-02  -.366759406346641E-04  -.162657441555600E-07
     chi_1_3=  0.200000000000000E-02  0.218827084057703E-04  0.109918427841019E-07
     chi_2_3=  0.200000000000000E-02  -.368877036064343E-04  -.164609885314423E-07
     chi_3_3=  0.200000000000000E-02  0.236720606003691E+02  0.108075662666193E-02
     chi_1_1=  0.300000000000000E-02  0.432767340553926E+02  0.491488565015000E-02
     chi_2_1=  0.300000000000000E-02  -.155089133550483E-03  -.775498942470446E-08
     chi_3_1=  0.300000000000000E-02  0.217045429426874E-04  0.162406592390430E-07
     chi_1_2=  0.300000000000000E-02  -.155081878371915E-03  -.774528134316770E-08
     chi_2_2=  0.300000000000000E-02  0.432773135532972E+02  0.491530607289977E-02
     chi_3_2=  0.300000000000000E-02  -.366779682612962E-04  -.244003127976464E-07
     chi_1_3=  0.300000000000000E-02  0.218840783471363E-04  0.164889896242489E-07
     chi_2_3=  0.300000000000000E-02  -.368897555149802E-04  -.246932168440263E-07
     chi_3_3=  0.300000000000000E-02  0.236721955809404E+02  0.162116955274633E-02
     chi_1_1=  0.400000000000000E-02  0.432773067484756E+02  0.655346977596019E-02
     chi_2_1=  0.400000000000000E-02  -.155090038636652E-03  -.103398492889352E-07
     chi_3_1=  0.400000000000000E-02  0.217064322053318E-04  0.216564407304393E-07
     chi_1_2=  0.400000000000000E-02  -.155082782331036E-03  -.103269029204331E-07
     chi_2_2=  0.400000000000000E-02  0.432778862953533E+02  0.655403037060246E-02
     chi_3_2=  0.400000000000000E-02  -.366808071747608E-04  -.325369176407795E-07
     chi_1_3=  0.400000000000000E-02  0.218859964355937E-04  0.219876072481985E-07
     chi_2_3=  0.400000000000000E-02  -.368926284283223E-04  -.329275263486513E-07
     chi_3_3=  0.400000000000000E-02  0.236723845585716E+02  0.216162401760340E-02
     chi_1_1=  0.500000000000000E-02  0.432780431051615E+02  0.819230157986501E-02
     chi_2_1=  0.500000000000000E-02  -.155091202301723E-03  -.129245919318519E-07
     chi_3_1=  0.500000000000000E-02  0.217088615421448E-04  0.270741327947491E-07
     chi_1_2=  0.500000000000000E-02  -.155083944546759E-03  -.129084053386160E-07
     chi_2_2=  0.500000000000000E-02  0.432786227150088E+02  0.819300237295508E-02
     chi_3_2=  0.500000000000000E-02  -.366844576112856E-04  -.406762379585398E-07
     chi_1_3=  0.500000000000000E-02  0.218884628417239E-04  0.274881863274431E-07
     chi_2_3=  0.500000000000000E-02  -.368963225878883E-04  -.411646113357788E-07
     chi_3_3=  0.500000000000000E-02  0.236726275380947E+02  0.270213387327232E-02
     chi_1_1=  0.600000000000000E-02  0.432789431532120E+02  0.983144303355995E-02
     chi_2_1=  0.600000000000000E-02  -.155092624532818E-03  -.155091878899899E-07
     chi_3_1=  0.600000000000000E-02  0.217118311668270E-04  0.324942137075375E-07
     chi_1_2=  0.600000000000000E-02  -.155085365005988E-03  -.154897586487979E-07
     chi_2_2=  0.600000000000000E-02  0.432795228400281E+02  0.983228405829753E-02
     chi_3_2=  0.600000000000000E-02  -.366889198746608E-04  -.488189534874756E-07
