#  \hbar \omega(Ry)     Re(1/eps)     -Im(1/eps)      Re(eps)      Im(eps) 
      0.00000000      0.222372E+00  0.141863E-08  0.449697E+01  0.286885E-07
      0.03600000      0.221701E+00  0.691271E-02  0.450619E+01  0.140504E+00
      0.07200000      0.219462E+00  0.141536E-01  0.453773E+01  0.292650E+00
      0.10800000      0.216081E+00  0.216245E-01  0.458200E+01  0.458546E+00
      0.14400000      0.211265E+00  0.289338E-01  0.464624E+01  0.636326E+00
      0.18000000      0.203911E+00  0.366756E-01  0.475042E+01  0.854413E+00
      0.21600000      0.193949E+00  0.460074E-01  0.488132E+01  0.115791E+01
      0.25200000      0.181762E+00  0.583718E-01  0.498734E+01  0.160166E+01
      0.28800000      0.168659E+00  0.754300E-01  0.494085E+01  0.220971E+01
      0.32400000      0.158075E+00  0.982918E-01  0.456219E+01  0.283680E+01
      0.36000000      0.155865E+00  0.124808E+00  0.390924E+01  0.313029E+01
      0.39600000      0.164850E+00  0.144220E+00  0.343617E+01  0.300616E+01
      0.43200000      0.172927E+00  0.146723E+00  0.336228E+01  0.285279E+01
      0.46800000      0.165547E+00  0.140360E+00  0.351429E+01  0.297963E+01
      0.50400000      0.143087E+00  0.138174E+00  0.361643E+01  0.349224E+01
      0.54000000      0.111630E+00  0.145505E+00  0.331907E+01  0.432625E+01
      0.57600000      0.758576E-01  0.163688E+00  0.233064E+01  0.502911E+01
      0.61200000      0.394810E-01  0.193375E+00  0.101356E+01  0.496436E+01
      0.64800000      0.700873E-02  0.235370E+00  0.126402E+00  0.424487E+01
      0.68400000     -0.131734E-01  0.287450E+00 -0.159097E+00  0.347158E+01
      0.72000000     -0.141427E-01  0.336530E+00 -0.124658E+00  0.296626E+01
      0.75600000     -0.658461E-02  0.364597E+00 -0.495179E-01  0.274186E+01
      0.79200000     -0.131980E-01  0.371299E+00 -0.956116E-01  0.268985E+01
      0.82800000     -0.484264E-01  0.373176E+00 -0.341981E+00  0.263532E+01
      0.86400000     -0.109985E+00  0.388794E+00 -0.673691E+00  0.238148E+01
      0.90000000     -0.189939E+00  0.427622E+00 -0.867549E+00  0.195317E+01
      0.93600000     -0.280588E+00  0.496479E+00 -0.862761E+00  0.152659E+01
      0.97200000     -0.370514E+00  0.598310E+00 -0.748127E+00  0.120808E+01
      1.00800000     -0.453451E+00  0.725230E+00 -0.619828E+00  0.991325E+00
      1.04400000     -0.541743E+00  0.876764E+00 -0.510020E+00  0.825422E+00
      1.08000000     -0.641421E+00  0.108358E+01 -0.404539E+00  0.683403E+00
      1.11600000     -0.715907E+00  0.137562E+01 -0.297694E+00  0.572019E+00
      1.15200000     -0.727224E+00  0.174372E+01 -0.203738E+00  0.488518E+00
      1.18800000     -0.662553E+00  0.220982E+01 -0.124486E+00  0.415201E+00
      1.22400000     -0.384411E+00  0.282694E+01 -0.472286E-01  0.347317E+00
      1.26000000      0.354294E+00  0.338928E+01  0.305091E-01  0.291859E+00
      1.29600000      0.141775E+01  0.341380E+01  0.103758E+00  0.249838E+00
      1.33200000      0.222500E+01  0.284970E+01  0.170219E+00  0.218010E+00
      1.36800000      0.254110E+01  0.214336E+01  0.229939E+00  0.193948E+00
      1.40400000      0.254678E+01  0.158714E+01  0.282815E+00  0.176249E+00
      1.44000000      0.244295E+01  0.121393E+01  0.328281E+00  0.163127E+00
      1.47600000      0.232783E+01  0.963875E+00  0.366712E+00  0.151843E+00
      1.51200000      0.222401E+01  0.782102E+00  0.400153E+00  0.140719E+00
      1.54800000      0.213198E+01  0.641699E+00  0.430085E+00  0.129450E+00
      1.58400000      0.204809E+01  0.526695E+00  0.457973E+00  0.117774E+00
      1.62000000      0.196657E+01  0.432341E+00  0.485056E+00  0.106637E+00
      1.65600000      0.188812E+01  0.358296E+00  0.511219E+00  0.970108E-01
      1.69200000      0.181531E+01  0.301934E+00  0.536040E+00  0.891576E-01
      1.72800000      0.175031E+01  0.260075E+00  0.558987E+00  0.830590E-01
      1.76400000      0.169451E+01  0.228484E+00  0.579602E+00  0.781522E-01
      1.80000000      0.164717E+01  0.202643E+00  0.598051E+00  0.735753E-01
      1.83600000      0.160564E+01  0.180085E+00  0.615067E+00  0.689847E-01
      1.87200000      0.156833E+01  0.160681E+00  0.630996E+00  0.646475E-01
      1.90800000      0.153502E+01  0.143837E+00  0.645787E+00  0.605127E-01
      1.94400000      0.150483E+01  0.128713E+00  0.659701E+00  0.564264E-01
      1.98000000      0.147718E+01  0.115146E+00  0.672879E+00  0.524508E-01
      2.01600000      0.145147E+01  0.102599E+00  0.685532E+00  0.484576E-01
      2.05200000      0.142672E+01  0.913733E-01  0.698045E+00  0.447058E-01
      2.08800000      0.140308E+01  0.822623E-01  0.710275E+00  0.416432E-01
      2.12400000      0.138126E+01  0.751407E-01  0.721841E+00  0.392683E-01
      2.16000000      0.136138E+01  0.693442E-01  0.732648E+00  0.373187E-01
      2.19600000      0.134311E+01  0.646054E-01  0.742822E+00  0.357307E-01
      2.23200000      0.132661E+01  0.610183E-01  0.752210E+00  0.345984E-01
      2.26800000      0.131225E+01  0.578717E-01  0.760572E+00  0.335422E-01
      2.30400000      0.129934E+01  0.542049E-01  0.768282E+00  0.320506E-01
      2.34000000      0.128677E+01  0.502751E-01  0.775957E+00  0.303173E-01
      2.37600000      0.127450E+01  0.467968E-01  0.783566E+00  0.287708E-01
      2.41200000      0.126273E+01  0.438648E-01  0.790979E+00  0.274770E-01
      2.44800000      0.125149E+01  0.414598E-01  0.798173E+00  0.264423E-01
      2.48400000      0.124081E+01  0.397314E-01  0.805098E+00  0.257796E-01
      2.52000000      0.123094E+01  0.386525E-01  0.811584E+00  0.254843E-01
      2.55600000      0.122202E+01  0.380733E-01  0.817522E+00  0.254707E-01
      2.59200000      0.121413E+01  0.376817E-01  0.822844E+00  0.255378E-01
      2.62800000      0.120701E+01  0.371810E-01  0.827706E+00  0.254968E-01
      2.66400000      0.120040E+01  0.366963E-01  0.832276E+00  0.254427E-01
      2.70000000      0.119435E+01  0.363816E-01  0.836501E+00  0.254810E-01
      2.73600000      0.118913E+01  0.363020E-01  0.840169E+00  0.256489E-01
      2.77200000      0.118512E+01  0.359173E-01  0.843021E+00  0.255493E-01
      2.80800000      0.118180E+01  0.343772E-01  0.845454E+00  0.245934E-01
      2.84400000      0.117813E+01  0.317868E-01  0.848185E+00  0.228846E-01
      2.88000000      0.117369E+01  0.289558E-01  0.851493E+00  0.210069E-01
      2.91600000      0.116880E+01  0.263624E-01  0.855146E+00  0.192879E-01
      2.95200000      0.116364E+01  0.241187E-01  0.859004E+00  0.178045E-01
      2.98800000      0.115839E+01  0.223275E-01  0.862947E+00  0.166330E-01
      3.02400000      0.115323E+01  0.210027E-01  0.866844E+00  0.157870E-01
      3.06000000      0.114832E+01  0.201078E-01  0.870568E+00  0.152442E-01
      3.09600000      0.114384E+01  0.194777E-01  0.873998E+00  0.148828E-01
      3.13200000      0.113970E+01  0.188453E-01  0.877181E+00  0.145045E-01
      3.16800000      0.113565E+01  0.181608E-01  0.880326E+00  0.140777E-01
      3.20400000      0.113156E+01  0.177112E-01  0.883523E+00  0.138290E-01
